"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0043392";"GO:0043392";"negative regulation of DNA binding";"8/3897";"29/18805";0.275862068965517;1.33117428968349;0.91250385161918;0.239800518940742;0.603927791682222;0.526722437480721;"GZMA/HABP4/HMGA2/IFI16/JUN/LEF1/SOX11/TNKS";8
"GO:0045954";"GO:0045954";"positive regulation of natural killer cell mediated cytotoxicity";"8/3897";"29/18805";0.275862068965517;1.33117428968349;0.91250385161918;0.239800518940742;0.603927791682222;0.526722437480721;"AP1G1/CD226/HLA-F/IL18RAP/KLRC3/KLRK1/RASGRP1/SLAMF6";8
"GO:0090311";"GO:0090311";"regulation of protein deacetylation";"8/3897";"29/18805";0.275862068965517;1.33117428968349;0.91250385161918;0.239800518940742;0.603927791682222;0.526722437480721;"BRMS1/FRY/IFNG/KAT2A/SGF29/SPRED2/TPPP/ZZZ3";8
"GO:0098901";"GO:0098901";"regulation of cardiac muscle cell action potential";"8/3897";"29/18805";0.275862068965517;1.33117428968349;0.91250385161918;0.239800518940742;0.603927791682222;0.526722437480721;"AKAP9/BIN1/CALM3/DSC2/DSG2/JUP/TMEM161B/TRPM4";8
"GO:1902430";"GO:1902430";"negative regulation of amyloid-beta formation";"8/3897";"29/18805";0.275862068965517;1.33117428968349;0.91250385161918;0.239800518940742;0.603927791682222;0.526722437480721;"ABCA7/APOE/BIN1/CLU/PIN1/RTN2/SORL1/SPON1";8
"GO:1903421";"GO:1903421";"regulation of synaptic vesicle recycling";"8/3897";"29/18805";0.275862068965517;1.33117428968349;0.91250385161918;0.239800518940742;0.603927791682222;0.526722437480721;"BTBD9/DGKQ/DNM3/LRRK2/PLAA/PPP3CC/SLC17A7/SYT7";8
"GO:1901990";"GO:1901990";"regulation of mitotic cell cycle phase transition";"80/3897";"358/18805";0.223463687150838;1.07832554192238;0.765002192656246;0.240257584759533;0.604436349727299;0.527165982117667;"ADAM17/AKT1/ANAPC7/ANLN/ARID2/ATAD5/ATM/ATR/AURKA/BABAM1/BABAM2/BCL2/BCL7B/BCL7C/BRD4/BRSK1/BUB1/CCL2/CCND1/CCND2/CCNH/CDC14A/CDC6/CDK10/CDK4/CDKN1C/CENPE/CHMP4C/CPSF3/CTDSP1/CUL3/DBF4B/DDR2/DTL/E2F7/EZH2/FBXO5/FBXO7/FOXO4/FZR1/GEN1/GJC2/ID2/IER3/IK/INCENP/INTS3/KANK2/KNTC1/MAD1L1/MBTPS2/MEPCE/NABP1/NBN/NOP53/NUF2/PINX1/PKD1/PPP1R9B/PRKDC/PSME3/RB1/RINT1/RNASEH2B/RRM2B/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SPDL1/SYF2/TAOK2/TCF3/TGFB1/UBD/UBE2E2/XRCC3/ZNF207/ZNF655/ZW10";80
"GO:0048839";"GO:0048839";"inner ear development";"47/3897";"205/18805";0.229268292682927;1.10633570538939;0.782672738215589;0.240551304322736;0.604436349727299;0.527165982117667;"ADGRV1/ANKRD24/ANP32B/ATG5/BMP2/BMP4/C1QTNF5/CCM2/CEBPD/CECR2/CHD7/CTHRC1/DLL1/DLX6/DVL1/DVL2/FOXG1/FZD6/GATA3/GJB2/GJB6/HES1/INSIG1/JAG2/KCNK3/LIN7A/LRP10/MAPKAPK2/MSX1/MYO15A/NTN1/PI4KB/PLPPR4/POU3F4/PTPN11/SCRIB/SEC24B/SHH/SOBP/TBX2/TGFB1/TGFB3/TPRN/TRIOBP/TRIP11/TTC39C/ZEB1";47
"GO:0019933";"GO:0019933";"cAMP-mediated signaling";"11/3897";"42/18805";0.261904761904762;1.26382320955069;0.875119049234089;0.240676615355086;0.604436349727299;0.527165982117667;"INSL3/MGRN1/OPRL1/PDE11A/PDE3B/PDE4A/PDE4B/PDE4D/PDE7A/PDE8A/SCT";11
"GO:0043903";"GO:0043903";"regulation of biological process involved in symbiotic interaction";"11/3897";"42/18805";0.261904761904762;1.26382320955069;0.875119049234089;0.240676615355086;0.604436349727299;0.527165982117667;"ARG1/BSG/CH25H/CXCL6/CXCL8/EXOC2/F2RL1/FUCA2/HLA-DRB1/LGALS1/TRIM11";11
"GO:0070232";"GO:0070232";"regulation of T cell apoptotic process";"11/3897";"42/18805";0.261904761904762;1.26382320955069;0.875119049234089;0.240676615355086;0.604436349727299;0.527165982117667;"BBC3/BCL11B/BCL2/BCL2L11/BMP4/CD274/DOCK8/HIF1A/IL7R/PRKCQ/ST3GAL1";11
"GO:1901532";"GO:1901532";"regulation of hematopoietic progenitor cell differentiation";"11/3897";"42/18805";0.261904761904762;1.26382320955069;0.875119049234089;0.240676615355086;0.604436349727299;0.527165982117667;"FLCN/FNIP1/HES1/N4BP2L2/PRKDC/RARA/SETD1A/SOS2/VEGFA/YTHDF2/ZNHIT1";11
"GO:2000403";"GO:2000403";"positive regulation of lymphocyte migration";"11/3897";"42/18805";0.261904761904762;1.26382320955069;0.875119049234089;0.240676615355086;0.604436349727299;0.527165982117667;"ADAM17/CCL7/CCR2/CXCL10/CXCL13/DOCK8/ITGA4/MED23/NEDD9/PTK2B/PYCARD";11
"GO:0045665";"GO:0045665";"negative regulation of neuron differentiation";"18/3897";"73/18805";0.246575342465753;1.18985099180613;0.830926974787171;0.241653771431173;0.606647627800817;0.52909457323878;"ASPM/B2M/CTDSP1/DLL1/FEZF2/FOXG1/GDF11/HES1/HEY1/IRX3/ISL2/NEPRO/NOTCH3/SHH/SHOC2/SIX3/SOX8/TP73";18
"GO:1904427";"GO:1904427";"positive regulation of calcium ion transmembrane transport";"20/3897";"82/18805";0.24390243902439;1.17695287807382;0.821027058453436;0.242448754432751;0.607928311821805;0.530211536257319;"AKAP5/BAX/CACNB3/CALM3/CD19/CEMIP/CX3CL1/CXCL10/CXCL9/G6PD/GJC2/GPER1/P2RX1/P2RX2/P2RX5/PPP3CC/SLC9A1/STAC2/STIM2/VMP1";20
"GO:0051047";"GO:0051047";"positive regulation of secretion";"72/3897";"321/18805";0.224299065420561;1.08235666544358;0.760911105110162;0.242504105293635;0.607928311821805;0.530211536257319;"ACSL4/ADCYAP1/AP1G1/APBB1/ATG5/BAD/BMP2/BSG/C1QTNF1/CAPN10/CASR/CD38/CHMP2A/CLASP2/EDN1/F2RL1/FOXL2/GAB2/GNA11/GOLPH3L/GPER1/HGS/HIF1A/HLA-DRB1/HLA-F/IFNG/IL1B/ITPR1/JAK2/KCNN4/LRRC8A/MYO18A/NLGN2/NPR1/NR1H2/OXT/OXTR/PCSK1/PDCD6IP/PFKFB2/PINK1/PPARD/PRKCB/PRKCE/PTPN11/RAB8B/RAPGEF4/RHBDD1/RPH3A/RPH3AL/SCT/SDC1/SELENOT/SIRT3/SLC12A2/SLC6A1/SNAP25/SOX11/SPHK2/SPP1/STX4/STXBP5/SYK/SYT7/TGFB1/TGFB3/TLR2/TLR4/TRPM4/TTN/VAMP8/XBP1";72
"GO:0045995";"GO:0045995";"regulation of embryonic development";"22/3897";"91/18805";0.241758241758242;1.16660603958525;0.814533136023058;0.242551385086329;0.607928311821805;0.530211536257319;"ACTR8/BAG6/CCSAP/CLASP2/DAG1/DLL1/HES1/INO80B/INO80E/KAT2A/LAMA5/MSX1/PHLDB1/POGLUT1/RPS6KA6/RUVBL2/SCX/SGF29/TENM4/TFPT/TRIP12/ZZZ3";22
"GO:0097581";"GO:0097581";"lamellipodium organization";"22/3897";"91/18805";0.241758241758242;1.16660603958525;0.814533136023058;0.242551385086329;0.607928311821805;0.530211536257319;"ABI1/ABI3/ACTR3/AJUBA/ARHGEF7/CORO1B/CORO1C/ENPP2/FSCN1/HRG/MTOR/MTSS2/NCK1/PDPN/PHPT1/PLXNB3/PTPRO/RREB1/S1PR1/SH2B1/SNX1/TWF2";22
"GO:1901888";"GO:1901888";"regulation of cell junction assembly";"61/3897";"270/18805";0.225925925925926;1.09020709187504;0.763320456114021;0.243457654167825;0.609643187561527;0.531707184482228;"ABI3/AGRN/ARHGAP33/ARHGEF15/ASIC2/CARMIL3/CASKIN1/CC2D1A/CLASP2/CLSTN1/COL16A1/CORO1C/CYFIP2/DAPK3/DLG5/DOCK10/ELMO1/FLOT1/FLRT1/FZD5/HRG/IL1B/IL1RAP/IQSEC2/IRX3/LIN7A/LRFN3/LRFN4/LRRC4B/LRRN3/LZTS1/MEF2C/MYCBP2/MYO1C/NEDD8/NLGN2/NRXN2/NTN1/OGT/OXT/OXTR/PPP1R9B/PTK2B/PTPN1/PTPRD/PTPRJ/PTPRS/S1PR2/SEMA4A/SEMA4C/SEMA4D/SETD5/SLC12A5/SLC9A1/SNAP25/TEK/TLR2/TRIM47/UBE2M/VEGFA/ZDHHC8";61
"GO:0010927";"GO:0010927";"cellular component assembly involved in morphogenesis";"33/3897";"141/18805";0.234042553191489;1.12937393193892;0.788378193112357;0.243622046188779;0.609643187561527;0.531707184482228;"ABCA2/AGFG1/AGFG2/CCDC136/CLASP2/DAG1/DICER1/EDN1/EPB41L3/FLII/FLNC/GPC1/LMOD3/MOBP/MYH11/MYL9/MYLK3/MYPN/OBSCN/OBSL1/PHLDB1/PIKFYVE/PLEC/POC1B/SRF/TENM4/TLR2/TNNT1/TNNT3/TPPP/TTN/UGT8/VPS13B";33
"GO:0032989";"GO:0032989";"cellular anatomical entity morphogenesis";"33/3897";"141/18805";0.234042553191489;1.12937393193892;0.788378193112357;0.243622046188779;0.609643187561527;0.531707184482228;"ABCA2/AGFG1/AGFG2/CCDC136/CLASP2/DAG1/DICER1/EDN1/EPB41L3/FLII/FLNC/GPC1/LMOD3/MOBP/MYH11/MYL9/MYLK3/MYPN/OBSCN/OBSL1/PHLDB1/PIKFYVE/PLEC/POC1B/SRF/TENM4/TLR2/TNNT1/TNNT3/TPPP/TTN/UGT8/VPS13B";33
"GO:0043434";"GO:0043434";"response to peptide hormone";"109/3897";"494/18805";0.220647773279352;1.06473733038702;0.745491783886353;0.243624141874492;0.609643187561527;0.531707184482228;"AKT1/ALPL/ATP2B1/AXL/BAIAP2/BCAR1/BLVRB/BSG/CAPN10/CDC6/CHUK/COL6A1/CPEB2/CUL3/CYBB/DAG1/DDR1/DDR2/EDN1/EGR1/EIF2B4/EPHA6/EPM2AIP1/ERBB2/FOXO4/GCNT1/GJB2/GPER1/GPR173/GPT/HDAC5/HRAS/HSF1/IDE/IGF2/IGFBP5/IL1B/INSIG1/JAK2/LONP1/LPIN3/LRP5/LTA4H/LYN/MAP3K7/MAPK14/MAPK3/MT-CYB/MTOR/MYO1C/MZB1/NCK1/NCL/NCOA1/NCOA2/NFKB1/NR4A1/NUDC/OGT/OSBPL8/OXT/OXTR/PCSK1/PDE3B/PHIP/PIK3R2/PIP4K2A/PIP4K2C/PRKCB/PRKCQ/PRKDC/PTGS2/PTPN1/PTPN11/PTPN2/PTPRE/PTPRJ/RAB13/RANGAP1/RAP1GDS1/RB1/RELA/SCNN1D/SELENOS/SHOC2/SLC27A1/SLC2A4/SLC2A8/SLC39A14/SLC9A1/SNX5/SOCS7/SORL1/SOS2/STAT1/STAT4/STK11/TEK/TGFB1/TLR2/TNFSF10/TRIM24/TSC2/TYK2/VAMP2/VPS13C/VWA2/XBP1/ZBTB7B";109
"GO:0015918";"GO:0015918";"sterol transport";"31/3897";"132/18805";0.234848484848485;1.13326296063017;0.78554307899327;0.245434927283682;0.613929694552567;0.535445709918042;"ABCA2/ABCA3/ABCA7/APOC2/APOE/ARL8B/CLU/GPS2/GRAMD1A/GRAMD1C/LAMTOR1/MSR1/NFKB1/NPC1/NR1H2/NUS1/OSBPL3/PIP4K2A/RELCH/SHH/SOAT2/SPG11/STARD3/STARD3NL/STARD4/STARD5/SYT7/VPS51/VPS52/YJEFN3/ZDHHC8";31
"GO:0006890";"GO:0006890";"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum";"13/3897";"51/18805";0.254901960784314;1.2300311451242;0.841018222296058;0.246203910099239;0.614383991961362;0.535841930528846;"ARF3/COG3/COPE/COPZ2/GOLPH3L/KDELR1/KIF1C/NBAS/RINT1/SCFD1/STX5/UVRAG/ZW10";13
"GO:0007019";"GO:0007019";"microtubule depolymerization";"13/3897";"51/18805";0.254901960784314;1.2300311451242;0.841018222296058;0.246203910099239;0.614383991961362;0.535841930528846;"APC2/BMERB1/CCDC88C/CCSAP/CLASP2/GAS2L1/MAP1A/MAP1S/MID1/MID1IP1/NCKAP5L/STMN1/STMN3";13
"GO:0033046";"GO:0033046";"negative regulation of sister chromatid segregation";"13/3897";"51/18805";0.254901960784314;1.2300311451242;0.841018222296058;0.246203910099239;0.614383991961362;0.535841930528846;"ATM/BUB1/FBXO5/GEN1/IK/INCENP/KNTC1/MAD1L1/NUF2/SPDL1/XRCC3/ZNF207/ZW10";13
"GO:0033048";"GO:0033048";"negative regulation of mitotic sister chromatid segregation";"13/3897";"51/18805";0.254901960784314;1.2300311451242;0.841018222296058;0.246203910099239;0.614383991961362;0.535841930528846;"ATM/BUB1/FBXO5/GEN1/IK/INCENP/KNTC1/MAD1L1/NUF2/SPDL1/XRCC3/ZNF207/ZW10";13
"GO:0045841";"GO:0045841";"negative regulation of mitotic metaphase/anaphase transition";"13/3897";"51/18805";0.254901960784314;1.2300311451242;0.841018222296058;0.246203910099239;0.614383991961362;0.535841930528846;"ATM/BUB1/FBXO5/GEN1/IK/INCENP/KNTC1/MAD1L1/NUF2/SPDL1/XRCC3/ZNF207/ZW10";13
"GO:2000816";"GO:2000816";"negative regulation of mitotic sister chromatid separation";"13/3897";"51/18805";0.254901960784314;1.2300311451242;0.841018222296058;0.246203910099239;0.614383991961362;0.535841930528846;"ATM/BUB1/FBXO5/GEN1/IK/INCENP/KNTC1/MAD1L1/NUF2/SPDL1/XRCC3/ZNF207/ZW10";13
"GO:0006706";"GO:0006706";"steroid catabolic process";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"APOE/FGF23/HSD11B1/HSD17B14/SCARF1/SNX17/SPP1";7
"GO:0010878";"GO:0010878";"cholesterol storage";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"EHD1/MSR1/NPC1/NR1H2/PPARD/SOAT2/STARD4";7
"GO:0031167";"GO:0031167";"rRNA methylation";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"FBL/FTSJ3/METTL15/MRM3/NOP2/NSUN5/TRMT112";7
"GO:0032331";"GO:0032331";"negative regulation of chondrocyte differentiation";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"ADAMTS7/BMP4/CHADL/LTBP3/PTPN11/RARG/RFLNB";7
"GO:0034453";"GO:0034453";"microtubule anchoring";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"CEP350/CLASP2/DAG1/DCTN1/MAP1S/NINL/PEX14";7
"GO:0042953";"GO:0042953";"lipoprotein transport";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"APOE/CUBN/MSR1/PREB/PRKCB/VMP1/ZDHHC17";7
"GO:0045932";"GO:0045932";"negative regulation of muscle contraction";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"ATP1A2/BIN1/DOCK5/PIK3CG/PTGS2/RGS2/TNNT1";7
"GO:0046716";"GO:0046716";"muscle cell cellular homeostasis";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"BAG3/GAA/HIF1A/LARGE2/LOX/SRF/TGFB1";7
"GO:0048207";"GO:0048207";"vesicle targeting, rough ER to cis-Golgi";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"CUL3/MAPK15/PREB/TRAPPC11/TRAPPC4/TRAPPC5/TRAPPC8";7
"GO:0048208";"GO:0048208";"COPII vesicle coating";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"CUL3/MAPK15/PREB/TRAPPC11/TRAPPC4/TRAPPC5/TRAPPC8";7
"GO:0060155";"GO:0060155";"platelet dense granule organization";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"AP1G1/AP1S2/AP1S3/AP3B1/AP3D1/BLOC1S3/HPS5";7
"GO:0072311";"GO:0072311";"glomerular epithelial cell differentiation";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"BASP1/EDN1/EXT1/LAMB2/MAGI2/MYO1E/PTPRO";7
"GO:0072540";"GO:0072540";"T-helper 17 cell lineage commitment";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"BRD2/BRD4/CD69/IRF4/LGALS1/SLAMF6/TBX21";7
"GO:0090280";"GO:0090280";"positive regulation of calcium ion import";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"AKAP5/CASR/CCL2/P2RX1/P2RX5/PDGFB/PPP3CC";7
"GO:1903579";"GO:1903579";"negative regulation of ATP metabolic process";"7/3897";"25/18805";0.28;1.35114190402874;0.89822575229131;0.248640229589422;0.616785012214709;0.537936007432909;"ATP5IF1/DDIT4/FIS1/FLCN/GIT1/IER3/NUPR1";7
"GO:0010718";"GO:0010718";"positive regulation of epithelial to mesenchymal transition";"15/3897";"60/18805";0.25;1.20637670002566;0.818604633839293;0.249385391941619;0.617555952210908;0.538608391448915;"BCL9L/BMP2/BMP4/EZH2/IL1B/LEF1/MTOR/OLFM1/PDPN/TGFB1/TGFB3/TGFBR2/TNXB/WWTR1/ZNF703";15
"GO:0050850";"GO:0050850";"positive regulation of calcium-mediated signaling";"15/3897";"60/18805";0.25;1.20637670002566;0.818604633839293;0.249385391941619;0.617555952210908;0.538608391448915;"AKAP5/CLEC7A/EDN1/NEUROD2/NMUR1/P2RX2/P2RX5/PPP3CC/PTBP1/PTPRC/PTPRJ/SLC9A1/SYK/TRAT1/ZAP70";15
"GO:0050881";"GO:0050881";"musculoskeletal movement";"15/3897";"60/18805";0.25;1.20637670002566;0.818604633839293;0.249385391941619;0.617555952210908;0.538608391448915;"C12orf57/CHUK/DMPK/GAA/ITPR1/MAP1A/MTOR/MYH14/NR4A1/SCN4A/STAC2/SYNM/TNNT1/TNNT3/VTI1A";15
"GO:0060997";"GO:0060997";"dendritic spine morphogenesis";"15/3897";"60/18805";0.25;1.20637670002566;0.818604633839293;0.249385391941619;0.617555952210908;0.538608391448915;"ABI3/ARC/ARHGAP33/BAIAP2/DBN1/DLG4/DNM3/DOCK10/DVL1/LRRK2/LZTS3/PTPRD/SHANK3/SRCIN1/UBE3A";15
"GO:0046887";"GO:0046887";"positive regulation of hormone secretion";"34/3897";"146/18805";0.232876712328767;1.12374815892801;0.767452710121428;0.249564135271424;0.617555952210908;0.538608391448915;"ACSL4/ADCYAP1/BAD/C1QTNF1/CAPN10/CASR/CD38/EDN1/FOXL2/GNA11/GPER1/HIF1A/HLA-DRB1/ITPR1/JAK2/LRRC8A/NLGN2/PFKFB2/PPARD/PRKCB/PRKCE/PTPN11/RAB8B/RAPGEF4/RPH3AL/SCT/SELENOT/SIRT3/SNAP25/SOX11/SPP1/STX4/TRPM4/VAMP8";34
"GO:0046031";"GO:0046031";"ADP metabolic process";"25/3897";"105/18805";0.238095238095238;1.14893019050063;0.782415099999564;0.249940850137148;0.617555952210908;0.538608391448915;"ADPGK/AK1/ALDOC/ARL2/BAD/BPGM/COL6A1/DDIT4/ENO2/ENO4/FLCN/FOXK1/GALK1/GIT1/HIF1A/IER3/IFNG/MTOR/NUPR1/OGT/PFKFB2/PFKL/PFKP/SLC4A4/ZBTB7A";25
"GO:1901991";"GO:1901991";"negative regulation of mitotic cell cycle phase transition";"44/3897";"192/18805";0.229166666666667;1.10584530835686;0.753693327183767;0.250250387004066;0.617555952210908;0.538608391448915;"ATM/ATR/BABAM1/BABAM2/BCL2/BRSK1/BUB1/CCL2/CCND1/CDC6/CHMP4C/CTDSP1/DTL/E2F7/EZH2/FBXO5/FBXO7/FOXO4/FZR1/GEN1/GJC2/IER3/IK/INCENP/INTS3/KANK2/KNTC1/MAD1L1/MBTPS2/NABP1/NBN/NOP53/NUF2/PINX1/PRKDC/RB1/RINT1/SPDL1/SYF2/TAOK2/XRCC3/ZNF207/ZNF655/ZW10";44
"GO:0000966";"GO:0000966";"RNA 5'-end processing";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"CMTR2/NCBP1/NOP9/POP5/POP7/RAMACL/RNGTT/RPP21/RPP40/TBL3";10
"GO:0006901";"GO:0006901";"vesicle coating";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"AP3D1/CUL3/MAPK15/PREB/TRAPPC10/TRAPPC11/TRAPPC13/TRAPPC4/TRAPPC5/TRAPPC8";10
"GO:0021696";"GO:0021696";"cerebellar cortex morphogenesis";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"AGTPBP1/CEND1/COQ8B/DLL1/FAIM2/HERC1/PTPN11/SERPINE2/SKOR2/SLC25A46";10
"GO:0031112";"GO:0031112";"positive regulation of microtubule polymerization or depolymerization";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"AKAP9/ANKRD53/ARL2/DCTN1/FES/GIT1/HSPA1A/HSPA1B/NUMA1/TOGARAM1";10
"GO:0035640";"GO:0035640";"exploration behavior";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"APOE/ATP1A2/CRBN/DLG4/ITGA3/LRRK2/MYG1/NLGN2/PRKCE/UBE3A";10
"GO:0035909";"GO:0035909";"aorta morphogenesis";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"ADAMTS9/CHD7/EFEMP2/FKBP10/HES1/HEY1/SEC24B/SRF/TBX2/TGFBR2";10
"GO:0048730";"GO:0048730";"epidermis morphogenesis";"10/3897";"38/18805";0.263157894736842;1.26987021055333;0.851392757201016;0.250382709853633;0.617555952210908;0.538608391448915;"BCL2/DLX3/DSC1/EXT1/FGF7/GORAB/IGFBP5/KLK14/NGFR/SHH";10
"GO:0006367";"GO:0006367";"transcription initiation at RNA polymerase II promoter";"39/3897";"169/18805";0.230769230769231;1.11357849233138;0.758304674191893;0.250427007389541;0.617555952210908;0.538608391448915;"APOBEC2/APOBEC3C/ATAD2/ATAD2B/CAND1/CCNH/CDK4/CDK9/E2F3/EGR1/ELOB/ERCC1/GTF2B/GTF2F1/KAT8/MAZ/MED13/MED14/MED16/MED22/MED23/MED25/MED29/MED31/MED6/NFKB1/SGF29/SMARCA4/SPHK2/SRF/SUB1/TAF4B/TAF6/TET2/THRA/TRMT112/WBP2/ZNF451/ZNHIT1";39
"GO:0045666";"GO:0045666";"positive regulation of neuron differentiation";"23/3897";"96/18805";0.239583333333333;1.15611100419126;0.784015192591815;0.250952015976523;0.618355174410669;0.539305442107859;"BMP2/BMP4/ECT2/FEZF2/FOXA1/FOXG1/GDF7/GDPD5/HEYL/HMG20B/IRX3/KCTD11/MEF2C/NBL1/NCOA1/NEUROD2/RARA/RNF112/SHOC2/SOX11/TCF3/VWC2/ZEB1";23
"GO:0045576";"GO:0045576";"mast cell activation";"17/3897";"69/18805";0.246376811594203;1.18889297973543;0.803678881050288;0.251046683301208;0.618355174410669;0.539305442107859;"ADGRE2/CD226/CD84/FES/GAB2/HAVCR1/IGHE/LCP2/LYN/PIK3CG/PLSCR1/RASGRP1/RHOH/S100A13/SPHK2/SYK/VAMP8";17
"GO:0051055";"GO:0051055";"negative regulation of lipid biosynthetic process";"17/3897";"69/18805";0.246376811594203;1.18889297973543;0.803678881050288;0.251046683301208;0.618355174410669;0.539305442107859;"ABCA2/ACADVL/APOE/BMP2/FBXW7/GFI1/GPER1/INSIG1/NFKB1/ORMDL1/PDGFA/PDGFB/PIBF1/PRMT3/SLC27A1/TMX1/UBR4";17
"GO:0031348";"GO:0031348";"negative regulation of defense response";"69/3897";"308/18805";0.224025974025974;1.08103886106196;0.733159845131751;0.251506914580584;0.619173168672856;0.540018865032849;"ALOX5/AOAH/APOE/ARG1/ATG5/BANF1/CACTIN/CD96/CLEC12A/CLEC12B/CNOT7/CR1/CX3CL1/CYLD/FAM76B/FNDC4/FPR2/GATA3/GFER/GIT1/GPER1/GPS2/GPX1/GRN/GSTP1/HAMP/HLA-DRB1/HLA-F/IER3/IFI16/IL10RA/IL22/IL2RA/IRAK3/LYN/MAPK14/MAPK7/MAPKBP1/MFHAS1/MICA/NFKB1/NLRC5/NR1D1/NR1H2/NT5C2/OAS3/PARP14/PIM1/PLK2/PPARD/PPP1R13L/PTPN2/PTPRC/RB1/SELENOS/SHARPIN/SLC39A8/SUSD4/SYK/TEK/TGFB1/TIGIT/TNFAIP6/TRAF3IP1/TRIM65/USP15/USP38/YTHDF2/YTHDF3";69
"GO:0048678";"GO:0048678";"response to axon injury";"21/3897";"87/18805";0.241379310344828;1.16477750347305;0.787604983752408;0.251576096258092;0.619173168672856;0.540018865032849;"AXL/BAX/BCL2/DAG1/DHFRP1/GRN/JAK2/LAMB2/LYN/MAP2K2/MAPK8IP3/MMP2/NREP/PCSK1/PTPRS/RANGAP1/RGMA/SCARF1/SOD2/SPP1/TXN2";21
"GO:0044782";"GO:0044782";"cilium organization";"94/3897";"425/18805";0.221176470588235;1.06728856284623;0.717370636852389;0.253592532290469;0.623891310331237;0.544133845513809;"ABCC4/ACTR3/AKT1/ALPK1/ASAP1/ATG5/ATMIN/AURKA/BBS1/BBS5/CC2D2B/CCDC13/CCDC57/CCDC88C/CDC14A/CDK10/CEP120/CEP128/CEP131/CEP135/CEP350/CEP83/CFAP126/CFAP410/CFAP70/CFAP97D1/CPLANE1/CPLANE2/CROCC/CYLD/DCTN1/DISC1/DNAAF6/DNAH2/DNAH8/DYNC2H1/DYNC2I2/EHD1/EHD2/EHD3/ENKD1/ERICH3/EVI5L/FBF1/FSIP2/FUZ/GORAB/IFT140/IFT46/INPP5E/IQCB1/IQCG/KCTD17/KIF3B/LAMA5/LIMK2/LRGUK/MAP4/MAPK15/MARCHF7/MKKS/MNS1/MPHOSPH9/NEDD9/ODAD4/ODF2/OFD1/PCNT/PIBF1/POC1B/PPP1R35/RAB11FIP3/RAB34/RABEP2/RFX3/RILPL1/RILPL2/RRP7A/SAXO1/SCLT1/SNX10/SPACA9/SYNE2/TCHP/TOGARAM1/TPGS1/TRAF3IP1/TTC17/TTC39C/TUB/WDR11/WDR44/WDR90/WWTR1";94
